batch_id,corp_code,stock_code,corp_name,bsns_year,reprt_code,fs_div,sj_div,standard_account,account_nm,account_id,amount,currency,mapping_status,is_proxy,proxy_reason,rcept_no,collected_at
kosdaq_004,01303029,361570,주식회사 알비더블유,2021,11011,CFS,BS,현금및현금성자산,현금및현금성자산,ifrs-full_CashAndCashEquivalents,24938237828,KRW,exact,false,,20220324000696,2026-05-08T15:25:27
kosdaq_004,01303029,361570,주식회사 알비더블유,2021,11011,CFS,BS,매출채권,매출채권,dart_ShortTermTradeReceivable,9379787339,KRW,exact,false,,20220324000696,2026-05-08T15:25:27
kosdaq_004,01303029,361570,주식회사 알비더블유,2021,11011,CFS,BS,재고자산,재고자산,ifrs-full_Inventories,999237467,KRW,exact,false,,20220324000696,2026-05-08T15:25:27
kosdaq_004,01303029,361570,주식회사 알비더블유,2021,11011,CFS,BS,유형자산,유형자산,ifrs-full_PropertyPlantAndEquipment,9271089284,KRW,exact,false,,20220324000696,2026-05-08T15:25:27
kosdaq_004,01303029,361570,주식회사 알비더블유,2021,11011,CFS,BS,자산총계,자산총계,ifrs-full_Assets,101747835431,KRW,exact,false,,20220324000696,2026-05-08T15:25:27
kosdaq_004,01303029,361570,주식회사 알비더블유,2021,11011,CFS,BS,유동부채,유동부채,ifrs-full_CurrentLiabilities,40817735726,KRW,exact,false,,20220324000696,2026-05-08T15:25:27
kosdaq_004,01303029,361570,주식회사 알비더블유,2021,11011,CFS,BS,부채총계,부채총계,ifrs-full_Liabilities,46295607232,KRW,exact,false,,20220324000696,2026-05-08T15:25:27
kosdaq_004,01303029,361570,주식회사 알비더블유,2021,11011,CFS,BS,자본총계,자본총계,ifrs-full_Equity,55452228199,KRW,exact,false,,20220324000696,2026-05-08T15:25:27
kosdaq_004,01303029,361570,주식회사 알비더블유,2021,11011,CFS,CIS,매출액,매출액,ifrs-full_Revenue,59620243030,KRW,exact,false,,20220324000696,2026-05-08T15:25:27
kosdaq_004,01303029,361570,주식회사 알비더블유,2021,11011,CFS,CIS,금융비용,금융비용,ifrs-full_FinanceCosts,548823625,KRW,exact,false,,20220324000696,2026-05-08T15:25:27
kosdaq_004,01303029,361570,주식회사 알비더블유,2021,11011,CFS,CF,영업활동현금흐름,영업활동으로 인한 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,-6730802913,KRW,exact,false,,20220324000696,2026-05-08T15:25:27
kosdaq_004,01303029,361570,주식회사 알비더블유,2022,11011,CFS,BS,현금및현금성자산,현금및현금성자산,ifrs-full_CashAndCashEquivalents,30416765792,KRW,exact,false,,20230323000924,2026-05-08T15:25:27
kosdaq_004,01303029,361570,주식회사 알비더블유,2022,11011,CFS,BS,매출채권,매출채권,dart_ShortTermTradeReceivable,4836029391,KRW,exact,false,,20230323000924,2026-05-08T15:25:27
kosdaq_004,01303029,361570,주식회사 알비더블유,2022,11011,CFS,BS,재고자산,재고자산,ifrs-full_Inventories,1536419397,KRW,exact,false,,20230323000924,2026-05-08T15:25:27
kosdaq_004,01303029,361570,주식회사 알비더블유,2022,11011,CFS,BS,유형자산,유형자산,ifrs-full_PropertyPlantAndEquipment,34897027233,KRW,exact,false,,20230323000924,2026-05-08T15:25:27
