batch_id,corp_code,stock_code,corp_name,stock_name,corp_cls,market,induty_code,acc_mt,collected_at
kospi_001,00119195,000020,동화약품(주),동화약품,Y,KOSPI,212,12,2026-05-08T10:02:10
kospi_001,00112378,000040,KR모터스(주),KR모터스,Y,KOSPI,319,12,2026-05-08T10:02:13
kospi_001,00101628,000050,(주)경방,경방,Y,KOSPI,47119,12,2026-05-08T10:02:14
kospi_001,00126937,000070,(주)삼양홀딩스,삼양홀딩스,Y,KOSPI,64992,12,2026-05-08T10:02:16
kospi_001,00150244,000080,하이트진로(주),하이트진로,Y,KOSPI,11122,12,2026-05-08T10:02:18
kospi_001,00145109,000100,(주)유한양행,유한양행,Y,KOSPI,212,12,2026-05-08T10:02:19
kospi_001,00113410,000120,씨제이대한통운(주),CJ대한통운,Y,KOSPI,493,12,2026-05-08T10:02:21
kospi_001,00148993,000140,하이트진로홀딩스(주),하이트진로홀딩스,Y,KOSPI,64992,12,2026-05-08T10:02:22
kospi_001,00117212,000150,(주)두산,두산,Y,KOSPI,26221,12,2026-05-08T10:02:23
kospi_001,00133335,000180,성창기업지주(주),성창기업지주,Y,KOSPI,71531,12,2026-05-08T10:02:25
kospi_001,00109693,000210,디엘 주식회사,DL,Y,KOSPI,20111,12,2026-05-08T10:02:27
kospi_001,00144818,000220,(주)유유제약,유유제약,Y,KOSPI,212,12,2026-05-08T10:02:28
kospi_001,00146083,000230,일동홀딩스(주),일동홀딩스,Y,KOSPI,212,12,2026-05-08T10:02:29
kospi_001,00160047,000240,한국앤컴퍼니(주),한국앤컴퍼니,Y,KOSPI,64992,12,2026-05-08T10:02:31
kospi_001,00106641,000270,기아(주),기아,Y,KOSPI,30121,12,2026-05-08T10:02:33
kospi_001,00126089,000300,(주)디에이치오토넥스,DH오토넥스,Y,KOSPI,303,12,2026-05-08T10:02:34
kospi_001,00113508,000320,(주)노루홀딩스,노루홀딩스,Y,KOSPI,64992,12,2026-05-08T10:02:35
kospi_001,00135917,000370,한화손해보험(주),한화손해보험,Y,KOSPI,65121,12,2026-05-08T10:02:38
kospi_001,00129387,000390,에스피삼화(주),SP삼화,Y,KOSPI,20411,12,2026-05-08T10:02:41
kospi_001,00113562,000400,롯데손해보험(주),롯데손해보험,Y,KOSPI,65121,12,2026-05-08T10:02:42
kospi_001,00111847,000430,대원강업(주),대원강업,Y,KOSPI,303,12,2026-05-08T10:02:44
kospi_001,00148984,000480,주식회사 시알홀딩스,시알홀딩스,Y,KOSPI,2321,12,2026-05-08T10:02:48
kospi_001,00109286,000490,(주)대동,대동,Y,KOSPI,29210,12,2026-05-08T10:02:49
kospi_001,00104768,000500,가온전선(주),가온전선,Y,KOSPI,28302,12,2026-05-08T10:02:52
kospi_001,00128032,000520,삼일제약(주),삼일제약,Y,KOSPI,212,12,2026-05-08T10:02:54
kospi_001,00103176,000540,흥국화재해상보험(주),흥국화재,Y,KOSPI,65121,12,2026-05-08T10:02:55
kospi_001,00149026,000590,CS 홀딩스(주),CS홀딩스,Y,KOSPI,64992,12,2026-05-08T10:02:56
kospi_001,00116824,000640,동아쏘시오홀딩스(주),동아쏘시오홀딩스,Y,KOSPI,64992,12,2026-05-08T10:02:58
kospi_001,00151395,000650,(주)천일고속,천일고속,Y,KOSPI,49220,12,2026-05-08T10:02:59
kospi_001,00164779,000660,에스케이하이닉스(주),SK하이닉스,Y,KOSPI,2612,12,2026-05-08T10:03:01
kospi_001,00141307,000670,(주)영풍,영풍,Y,KOSPI,24213,12,2026-05-08T10:03:02
kospi_001,00104698,000680,(주)LS네트웍스,LS네트웍스,Y,KOSPI,46800,12,2026-05-08T10:03:03
kospi_001,00163691,000700,(주)유수홀딩스,유수홀딩스,Y,KOSPI,715,12,2026-05-08T10:03:04
kospi_001,00164478,000720,현대건설(주),현대건설,Y,KOSPI,41221,12,2026-05-08T10:03:06
kospi_001,00145686,000760,이화산업(주),이화산업,Y,KOSPI,467,12,2026-05-08T10:03:07
kospi_001,00139214,000810,삼성화재해상보험(주),삼성화재해상보험,Y,KOSPI,65121,12,2026-05-08T10:03:13
kospi_001,00166519,000850,화천기공(주),화천기공,Y,KOSPI,29223,12,2026-05-08T10:03:15
