"stock_code","corp_code","company_name","induty_code"
"033500","00231105","동성화인텍","201"
"033530","00134510","SJG세종","303"
"033540","00105138","파라텍","292"
"033550","00268011","일레덱스홀딩스","46711"
"033560","00238001","블루콤","26529"
"033600","00264787","럭슬","303"
"033630","00243988","에스케이브로드밴드","61210"
"033640","00227333","네패스","261"
"033660","00209443","우리금융캐피탈","64911"
"033720","00257194","블루스톤디앤아이","58221"
"033780","00244455","케이티앤지","12000"
"033790","00276083","피노","282"
"033830","00204642","티비씨","60210"
"033850","00244589","지노시스템","58222"
"033880","00244862","룩소네이트","14120"
"033920","00121543","무학","11122"
"034010","00251482","트라이써클","85503"
"034020","00159616","두산에너빌리티","29119"
"034120","00130772","SBS","60210"
"034220","00105873","LG디스플레이","2621"
"034230","00171265","파라다이스","91249"
"034300","00217947","신세계건설","4112"
"034310","00158316","NICE","715"
"034510","00240398","무한투자","64209"
"034590","00145862","인천도시가스","35200"
"034600","00251190","글로웍스","58221"
"034660","00211271","제넥셀세인","27111"
"034730","00181712","SK","64992"
"034750","00255071","현대에이치씨엔동작방송","60222"
"034810","00219361","해성산업","649"
"034830","00233653","한국토지신탁","642"
"034940","00231831","조아제약","212"
"034950","00156956","한국기업평가","75993"
"035000","00140168","HS애드","71310"
"035010","00134909","소예","467"
"035080","00244561","그래디언트","479"
"035150","00122551","백산","22214"
"035200","00356389","프럼파스트","22211"
"035210","00244729","티브로드도봉강북방송","60222"
"035250","00255619","강원랜드","91249"
"035270","00220552","청람디지탈","2642"
"035290","00249502","골드앤에스","581"
"035400","00223346","쓰리디넷","58221"
"035420","00266961","NAVER","63120"
"035430","00249034","드림라인","61210"
"035450","00259439","지아이바이오","62021"
"035460","00258421","기산텔레콤","2642"
"035480","00255141","글로앤웰","46595"
"035500","00255309","써니트렌드","59111"
"035510","00219486","신세계I&C","62021"
"035600","00264547","KG이니시스","58221"
"035610","00249982","솔본","715"
"035620","00259590","바른손이앤에이","591"
"035710","00259493","씨엘엘씨디","47919"
"035720","00258801","카카오","63120"
"035760","00265324","CJ ENM","602"
"035780","00259916","그로웰텔레콤","26410"
"035810","00242378","이지홀딩스","109"
"035830","00246383","메카포럼","90191"
"035870","00261601","호성","13992"
"035890","00219848","서희건설","4112"
"035900","00258689","JYP Ent.","59201"
"035910","00258731","현대멀티캡","26310"
"035950","00242439","케이알","2511"
"035960","00265157","바이오시스","27111"
"036000","00259934","예림당","58113"
"036010","00138598","아비코전자","26293"
"036020","00244932","한아시스템","26410"
"036030","00260958","케이티알파","461"
"036060","00277985","한강구조조정기금","66199"
"036090","00258360","위지트","29272"
"036120","00260745","서울평가정보","63991"
"036170","00232821","에이치엠넥스","2612"
"036180","00257149","지더블유바이텍","4659"
"036190","00176516","금화피에스시","423"
"036200","00260569","유니셈","29271"
"036210","00255840","태산엘시디","26211"
"036220","00260657","오상헬스케어","271"
"036260","00122339","이매진아시아","591"
"036270","00237260","헤쎄나","2642"
"036280","00188122","남산물산","10899"
"036360","00260903","쓰리소프트","58221"
"036420","00203315","콘텐트리중앙","591"
"036460","00261285","한국가스공사","35200"
"036480","00177320","대성미생물","21230"
"036490","00110051","에스케이머티리얼즈","20122"
"036500","00267960","에스에스컴텍","201"
"036530","00225159","SNT홀딩스","64992"
"036540","00301246","SFA반도체","2611"
"036550","00221320","에이스디지텍","26211"
"036560","00141389","KZ정밀","29120"
"036570","00261443","NC","582"
"036580","00260408","팜스코","105"
"036590","00325918","케이엔티","291"
"036600","00141440","지니웍스","13219"
"036610","00254009","지디코프","59114"
"036620","00261009","감성코퍼레이션","467"
"036630","00268002","세종텔레콤","423"
"036640","00230911","HRS","20201"
"036660","00259606","플러스프로핏","58111"
"036670","00265041","삼양케이씨아이","20421"
"036690","00268118","코맥스","2642"
"036710","00152127","심텍홀딩스","715"
"036720","00260985","한빛네트","58221"
"036760","00265218","케이엔에스홀딩스","263"
"036790","00256292","자강","2642"
"036800","00264945","나이스정보통신","61299"
"036810","00223434","에프에스티","2629"
"036820","00248956","비이티","26410"
"036830","00247975","솔브레인홀딩스","715"
"036840","00165361","휴코드홀딩스","70113"
"036850","00208693","나리지*온","2612"
"036880","00247762","맥시스템","26410"
"036890","00174208","진성티이씨","29241"
"036900","00154693","이레아이엔씨","29180"
"036910","00241120","세원텔레콤","2642"
"036920","00240088","지앤에스티","46103"
"036930","00252135","주성엔지니어링","29229"
"037010","00247902","넷컴스토리지","263"
"037020","00178471","한와이어리스","62090"
"037030","00231354","파워넷","2811"
"037060","00300256","시큐어소프트","58221"
"037070","00238153","파세코","28519"
"037110","00246189","제이에스","2642"
"037120","00253514","한신코퍼레이션","59112"
"037150","00248691","씨제이인터넷","5821"
"037220","00265254","넥스텔","58221"
"037230","00198192","한국팩키지","17223"
"037240","00260693","평안물산","261"
"037250","00260639","대흥멀티미디어통신","2642"
"037270","00249247","YG PLUS","631"
"037320","00261212","시노펙스그린테크","46510"
"037330","00265421","인지디스플레","26211"
"037340","00241236","에이치씨코퍼레이션","2642"
"037350","00216498","성도이엔지","721"
"037370","00261054","EG","201"
"037380","00164195","에이원마이크로","141"
"037400","00155692","우리엔터프라이즈","468"
"037440","00236863","희림","72111"
"037460","00128315","삼지전자","2642"
"037500","00277727","미래에셋굿라이프혼합형자녀를위한펀드5-1","64201"
"037510","00297970","미래에셋굿라이프혼합형자녀를위한투자회사10-1","64201"
"037540","00259536","네스테크","27212"
"037550","00314000","클라스타","58221"
"037560","00222532","LG헬로비전","60222"
"037600","00247939","씨모스","29293"
"037620","00311030","미래에셋증권","66121"
"037630","00265227","에스비엠","29180"
"037640","00248053","지에스엔텍","25114"
"037650","00246815","성진산업","25932"
"037700","00265263","토자이홀딩스","4659"
"037710","00220561","광주신세계","47111"
"037730","00255266","쓰리알","26"
"037750","00260888","엔써커뮤니티","62021"
"037760","00239596","쎄니트","24122"
"037830","00261188","글로포스트","58221"
"037950","00242712","엘컴텍","26291"
"038010","00148595","제일테크노스","2511"
"038050","00263955","트래픽아이티에스","28901"
"038060","00406329","루멘스","2612"
"038070","00373447","서린바이오","467"
"038100","00260921","아이엠아이티","58221"
"038110","00139153","에코플라스틱","30320"
"038120","00266989","에이디모터스","27199"
"038160","00334624","팍스넷","63991"
"038290","00261373","마크로젠","73909"
"038320","00261124","어울림정보기술","58221"
"038340","00215976","무궁화인포메이션테크놀로지","262"
"038390","00261355","레드캡투어","75210"
"038400","00170451","외환신용카드","64913"
"038410","00261461","트라이콤","46510"
"038420","00234555","씨엔씨엔터프라이즈","292"
"038460","00240857","바이오스마트","26293"
"038500","00239639","삼표시멘트","239"
"038530","00255105","케이바이오랩스","464"
"038540","00306162","상상인","620"
"038620","00264228","위즈코프","47711"
"038680","00264635","에스넷","62021"
"038690","00264556","에이스일렉트로닉스","2622"
"038710","00334615","콜마파마","21212"
"038720","00264802","유일엔시스","29271"
"038810","00264769","포이보스","18200"
"038830","00271431","케이엠에스","2642"
"038870","00287812","에코심플렉스","741"
"038880","00252269","아이에이","262"
"038920","00265342","에이치에스씨홀딩스","58221"
"038950","00264732","파인디지털","2642"
"038960","00244330","현주컴퓨터","26310"
"038980","00229827","이지클럽","4610"
"038990","00264644","넥스콘테크놀러지","28202"
"039000","00275710","써미트테크놀로지","263"
"039010","00255044","현대에이치티","26410"
"039020","00184889","이건홀딩스","161"
"039030","00246417","이오테크닉스","29271"
"039040","00265078","유니텍전자","4659"
"039060","00264839","아이비진","21100"
"039110","00268181","에스피컴텍","68112"
"039130","00269940","하나투어","75210"
"039200","00263654","오스코텍","212"
"039230","00295370","제이앤케이인더스트리","272"
"039240","00206039","경남스틸","24199"
"039290","00243757","인포뱅크","639"
"039310","00264671","세중","582"
"039340","00263371","한국경제TV","60221"
"039350","00267094","헤파호프코리아","27199"
"039390","00270405","윌텍정보통신","2642"
"039420","00246620","케이엘넷","61299"
"039440","00298340","에스티아이","29271"
"039490","00296290","키움증권","66121"
"039530","00252755","씨앤케이인터내셔널","06200"
"039560","00268251","다산네트웍스","26410"
"039570","00350312","HDC랩스","423"
"039580","00264185","피코소프트","58221"
"039610","00217743","화성밸브","29133"
"039670","00298687","스포츠서울","58121"
"039740","00261957","한국정보공학","467"
"039790","00261735","위노바","204"
"039830","00141556","오로라","73203"
"039840","00115931","디오","27192"
"039850","00246347","태창파로스","46"
"039860","00230425","나노엔텍","27199"
"039870","00222213","피케이엘","26299"
"039980","00369213","폴라리스AI","620"
"039990","00259855","코아정보시스템","62021"
"040020","00271413","사라콤","2642"
"040130","00264529","엔플렉스","58221"
"040160","00269889","누리플렉스","58221"
"040180","00269773","대양글로벌","62021"
"040300","00200275","YTN","591"
"040350","00346407","크레오에스지","620"
"040420","00287788","정상제이엘에스","8550"
"040610","00264714","SG&G","303"
"040670","00248123","와이즈파워","28123"
"040740","00262682","아인스엠앤엠","59111"
"040910","00298377","아이씨디","29271"
"041020","00269852","폴라리스오피스","58221"
"041030","00257529","이루넷","5811"
"041060","00264857","아라온테크","58221"
"041140","00266943","넥슨지티","5821"
"041190","00231664","우리기술투자","6491"
"041310","00263991","모빌링크텔레콤","58221"
"041320","00269287","보홍","46521"
"041440","00228536","현대에버다임","29241"
"041450","00269339","인네트","62021"
"041460","00361169","한국전자인증","58221"
"041500","00291152","디비엘","21309"
"041510","00260930","에스엠","59201"
"041520","00137289","이엘씨","272"
"041550","00138376","쎄라텍","26293"
"041590","00297448","플래스크","424"
"041630","00352295","인젠","58221"
"041650","00129642","상신브레이크","303"
"041800","00287724","코디콤","26"
"041830","00269922","인바디","27199"
"041910","00463342","폴라리스AI파마","212"
"041920","00273439","메디아나","27112"
"041930","00199988","SY동아","2219"
"041940","00294371","한텔","2642"
"041960","00187415","코미팜","212"
"042000","00260879","카페24","63112"
"042040","00206686","케이피엠테크","467"
"042100","00297165","현대오토넷","2629"
"042110","00171867","에스씨디","28519"
"042340","00264848","대국","46800"
"042370","00103644","비츠로테크","64992"
"042420","00266952","네오위즈홀딩스","582"
"042500","00352499","링네트","62021"
"042510","00255433","라온시큐어","582"
"042520","00349060","한스바이오메드","213"
"042570","00288653","퓨쳐비젼","26"
"042600","00147994","새로닉스","2629"
"042660","00111704","한화오션","3111"
"042670","00344287","에이치디현대인프라코어","29241"
"042700","00161383","한미반도체","29271"
"042820","00264741","어울림네트웍스","2642"
"042870","00268297","에코페트로시스템","46800"
"042940","00232007","상지건설","411"
"042950","00318839","미래에셋새천년코리아벤처펀드일호","64201"
"042960","00267021","창민테크","27215"
"043090","00351454","더테크놀로지","467"
"043100","00220109","알파AI","27192"
"043150","00264255","바텍","271"
"043200","00266934","파루","281"
"043220","00317487","티에스넥스젠","292"
"043260","00317210","성호전자","26291"
"043290","00297961","케이맥","292"
"043340","00203209","에쎈테크","29133"
"043360","00295547","디지아이","263"
"043370","00155151","피에이치에이","303"
"043580","00222806","에임하이글로벌","262"
"043590","00260611","웰킵스하이텍","261"
"043610","00223762","KT지니뮤직","603"
"043630","00267474","지앤알","27112"
"043650","00256715","국순당","11111"
"043680","00264796","스톰이앤에프","5911"
"043690","00271352","테크메이트","2642"
"043710","00305570","코스리거글로벌","467"
"043790","00264130","옥션","4610"
"043890","00270432","티브로드한빛방송","60222"
"043910","00418379","자연과환경","233"
"044060","00291860","조광아이엘아이","29133"
"044070","00301015","한서제약","21212"
"044180","00111218","KD","411"
"044340","00293886","위닉스","28519"
"044370","00268482","조이토토","58221"
"044380","00269241","주연테크","26310"
"044440","00267669","솔빛미디어","85691"
"044450","00160232","KSS해운","50112"
"044480","00173449","빌리언스","901"
"044490","00186799","태웅","25912"
"044640","00240370","동부씨엔아이","58221"
"044770","00264103","에이엠에스","26292"
"044780","00235183","에이치케이","29221"
"044820","00219574","코스맥스비티아이","64992"
"044960","00145473","이글벳","467"
"044990","00311216","에이치엔에스하이텍","262"
"045050","00272412","글라소울","28123"
"045060","00220969","오공","20493"
"045100","00216762","한양이엔지","721"
"045260","00264981","디에이치패션","467"
"045290","00263885","포네이처","2811"
"045300","00350482","성우테크론","2629"
"045310","00303837","이레전자산업","2642"
"045340","00355089","토탈소프트","58221"
"045380","00295875","더존디지털웨어","58221"
"045390","00318316","대아티아이","289"
"045400","00348140","이롬텍","26"
"045470","00264811","에이프로테크놀로지","27216"
"045510","00147772","정원엔시스","46510"
"045520","00185222","크린앤사이언스","291"
"045660","00256502","에이텍","291"
"045710","00369675","온미디어","64992"
"045760","00347619","한국통신데이타","58221"
"045820","00318617","LG파워콤","61210"
"045880","00344746","유티엑스","26410"
"045890","00455112","금빛","284"
"045920","00248406","화림모드","14112"
"045970","00271501","코아시아","262"
"046000","00318477","모디아","62021"
"046070","00295857","코다코","303"
"046110","00277736","한일네트웍스","63112"
"046120","00297989","오르비텍","7291"
"046140","00280688","스튜디오에스","591"
"046210","00172079","HLB파나진","21301"
"046240","00268358","에스브이에이치","58221"
"046310","00360036","백금T&A","2642"
"046320","00252588","엠트론스토리지테크놀로지","46510"
"046350","00250775","에듀아크","2622"
"046390","00301112","삼화네트웍스","59120"
"046400","00263140","휴스토리","26"
"046430","00207436","알에스넷","4659"
"046440","00405278","KG파이낸셜","582"
"046720","00334767","엔하이테크","2612"
"046810","00252658","코리언일랙트로닉스파워소스","26293"
"046840","00343127","자유투어","75210"
"046890","00130763","서울반도체","2612"
"046940","00363246","우원개발","421"
"046970","00296005","우리로","467"
"047040","00124540","대우건설","41112"
"047050","00124504","포스코인터내셔널","461"
"047060","00334244","덴소코리아","30"
"047080","00348292","한빛소프트","5821"
"047310","00269612","파워로직스","2812"
"047370","00325981","에프아이투어","2642"
"047400","00369833","유니온머티리얼","23222"
"047420","00330017","레이더스컴퍼니","58221"
"047440","00324104","디케이씨","26211"
"047450","00215107","이앤텍","26321"
"047560","00273420","이스트소프트","58221"
"047600","00258944","세계투어","75210"
"047610","00257361","월드텔레콤","26"
"047710","00348557","액티투오","2642"
"047730","00304401","텔라움","2642"
"047770","00329093","코데즈컴바인","141"
"047810","00309503","한국항공우주","31311"
"047820","00299464","초록뱀미디어","59114"
"047920","00336817","HLB제약","70111"
"047940","00329084","비엔디","1090"
"048130","00345499","에스피코프","46800"
"048140","00320807","태광이엔시","28123"
"048150","00384452","모닷텔","2642"
"048260","00341916","오스템임플란트","27191"
"048270","00328854","포넷","5811"
"048410","00313649","현대바이오","204"
"048430","00201742","유라테크","281"
"048460","00275260","엑큐리스","2622"
"048470","00109268","대동스틸","467"
"048510","00331760","테스텍","29271"
"048530","00292434","인트론바이오","211"
"048540","00309983","하이콤정보통신","62021"
"048550","00185046","SM C&C","713"
"048640","00236368","엠엔에프씨","22214"
"048760","00275808","브이케이","28202"
"048770","00108649","TPC로보틱스","29142"
"048830","00108490","엔피케이","20202"
"048870","00475985","시너지이노베이션","271"
"048910","00351807","대원미디어","467"
"049000","00252393","예당컴퍼니","59201"
"049070","00226866","인탑스","2642"
"049080","00377018","기가레인","262"
"049120","00350020","파인디앤씨","26211"
"049130","00352000","하우리","58221"
"049180","00310156","셀루메드","211"
"049370","00330406","씨제이엔터테인먼트","59130"
"049430","00152783","코메론","27219"
"049470","00351579","비트플래닛","582"
"049480","00335076","오픈베이스","62021"
"049520","00256380","유아이엘","2629"
"049550","00261656","잉크테크","20413"
"049630","00147082","재영솔루텍","27309"
"049690","00331733","포휴먼","715"
"049720","00336297","고려신용정보","75993"
"049770","00340917","동원F&B","108"
"049800","00303217","우진플라임","292"
"049830","00135467","승일","259"
"049950","00447760","미래컴퍼니","29271"
"049960","00357430","쎌바이오텍","211"
"050050","00262123","유아이에너지","26410"
"050090","00369569","비케이홀딩스","713"
"050110","00330044","캠시스","262"
"050120","00175623","ES큐브","46419"
"050320","00245898","에스에이치엔엘","259"
"050470","00334493","씨티앤티","71399"
"050540","00302078","엠피씨플러스","75991"
"050600","00296069","세라온홀딩스","263"
"050640","00439053","이룸지엔지","58221"
"050760","00340272","에스폴리텍","222"
"050860","00138747","아세아텍","29210"
"050890","00364403","쏠리드","2642"
"050960","00577016","수산아이앤티","582"
"051160","00389110","지어소프트","58221"
"051170","00202778","썬코어","29142"
"051310","00181934","플랜텍","41225"
"051360","00390365","토비스","265"
"051370","00369170","인터플렉스","2622"
"051380","00297934","피씨디렉트","46510"
"051390","00296263","YW","468"
"051490","00297095","나라엠앤디","292"
"051500","00127954","CJ프레시웨이","4632"
"051530","00300779","굿이엠지","59201"
"051600","00159218","한전KPS","42311"
"051630","00347734","진양화학","22214"
"051710","00314888","디에스","26211"
"051780","00296324","큐로홀딩스","472"
"051810","00347442","모보","28302"
"051820","00247887","아이피에스","29271"
"051900","00356370","LG생활건강","20422"
"051910","00356361","LG화학","20111"
"051980","00347716","중앙첨단소재","264"
"052020","00273110","에스티큐브","465"
"052190","00347877","세영디앤씨","901"
"052210","00262275","엠씨티티코어","26410"
"052220","00370006","iMBC","603"
"052260","00347062","현대바이오랜드","204"
"052270","00291231","우전","262"
"052290","00348177","트레이스","2629"
"052300","00349811","오션인더블유","468"
"052310","00347363","에이치원바이오","58221"
"052330","00305297","코텍","26519"
"052350","00345657","코아에스앤아이","27214"
"052400","00349732","코나아이","58221"
"052420","00350048","오성첨단소재","222"
"052460","00405719","아이크래프트","620"
"052510","00346966","에코솔루션","2049"
"052560","00339063","삼성수산","03112"
"052600","00244783","한네트","61299"
"052640","00347840","제네시스엔알디","62021"
"052650","00329677","이디디컴퍼니","2642"
"052670","00185505","제일바이오","21230"
"052690","00159209","한전기술","72129"
"052710","00298447","아모텍","2629"
"052770","00346911","아이톡시","582"
"052790","00348034","액토즈소프트","5821"
"052810","00355292","아시아미디어홀딩스","58221"
"052860","00365758","아이앤씨","2611"
"052880","00350251","모아에스앤에스","75999"
"052900","00276834","KX하이텍","2224"
"052960","00302236","태양3C","452"
"052970","00362089","올리브나인","59114"
"053000","00375302","우리금융지주","64992"
"053030","00216027","바이넥스","212"
"053040","00349468","블루젬디앤씨","204"
"053050","00351995","지에스이","35200"
"053060","00133663","세동","303"
"053070","00262044","트리니티","2642"
"053080","00304076","케이엔솔","291"
"053110","00352718","소리바다","631"
"053160","00352064","프리엠스","28123"
"053170","00353683","코스모스피엘씨","58221"
"053200","00348788","디이시스","2812"
"053210","00349097","케이티스카이라이프","60229"
"053250","00348052","엔에스아이","263"
"053260","00105475","금강철강","2419"
"053270","00202060","구영테크","303"
"053280","00362858","예스24","4791"
"053290","00363927","NE능률","5811"
"053300","00306454","한국정보인증","58221"
"053320","00350738","제네시스디벨롭먼트홀딩스","46521"
"053330","00356158","영진코퍼레이션","29176"
"053350","00353610","이니텍","58221"
"053440","00208301","성우몰드","29293"
"053450","00351630","세코닉스","273"
"053470","00311298","오페스","26410"
"053580","00323868","웹케시","582"
"053590","00355548","한국테크놀로지","264"
"053610","00325112","프로텍","29271"
"053620","00186717","태양","25991"
"053660","00188715","현진소재","25912"
"053690","00413523","한미글로벌","72111"
"053700","00351092","삼보모터스","303"
"053740","00218052","국제엘렉트릭코리아","29271"
"053800","00298270","안랩","58221"
"053810","00351047","아이팩토리","29271"
"053870","00351269","지티앤티","26429"
"053890","00308948","미디어코프","5811"
"053950","00307028","경남제약","212"
"053980","00226547","오상자이엘","582"
"054010","00299376","선팩테크","2629"
"054020","00349787","지케이파워","26292"
"054040","00303396","한국컴퓨터","2629"
"054050","00176835","농우바이오","01123"
"054080","00236021","우주통신","2642"
"054090","00239514","삼진엘앤디","339"
"054120","00359094","더체인지","2811"
"054150","00350118","뉴젠아이씨티","46510"
"054170","00300566","엔빅스","62021"
"054180","00356839","메디콕스","31114"
"054210","00206659","이랜텍","262"
"054220","00201432","비츠로시스","28123"
"054250","00220446","예일바이오텍","29176"
"054300","00339072","팬스타엔터프라이즈","29169"
"054340","00302120","피앤텔","2642"
"054370","00358730","업필","26410"
"054410","00357607","케이피티유","474"
"054440","00356644","엠텍반도체","29221"
"054450","00423177","텔레칩스","2611"
"054530","00267720","신한SIT","72919"
"054540","00250614","삼영엠텍","2511"
"054620","00296078","APS","64992"
"054630","00356927","에이디칩스","339"
"054650","00362380","뉴젠비아이티","4659"
"054670","00207375","대한뉴팜","212"
"054780","00353762","키이스트","59130"
"054790","00234449","제이엠피","29293"
"054800","00359580","아이디스홀딩스","71600"
"054920","00363592","한컴위드","58221"
"054930","00144650","유신","72111"
"054940","00360577","엑사이엔씨","424"
"054950","00361381","제이브이엠","29192"
"055000","00358545","동서정보기술","58221"
"055250","00353735","다휘","291"
"055490","00256955","테이팩스","2229"
"055550","00382199","신한지주","64992"
"055810","00367598","케이티씨텔레콤","2642"
"055970","00364227","에너윈","62090"
"056000","00361266","코원플레이","582"
"056010","00386557","아이스테이션","263"
"056020","00364670","쿨투","27199"
"056060","00305695","세니콘","2642"
"056080","00234227","유진로봇","292"
"056090","00346610","시지메드텍","27192"
"056140","00359614","리더컴","26410"
"056190","00358271","에스에프에이","292"
"056200","00335562","엠넷미디어","58221"
"056340","00361114","씨유전자","2629"
"056360","00360674","코위버","26410"
"056500","00350224","슈마일렉트론","263"
"056700","00228350","신화인터텍","2229"
"056710","00361035","미리넷","26410"
"056730","00318662","CNT85","411"
"056810","00351153","위다스","26429"
"056850","00358095","코어비트","58221"
"057030","00307222","YBM넷","857"
"057050","00412597","현대홈쇼핑","47919"
"057100","00350057","하이스마텍","58221"
"057110","00366164","아이티센네트웍스","62021"
"057330","00301626","플래닛팔이","26293"
"057500","00307189","에스케이엔펄스","2629"
"057540","00265005","옴니시스템","272"
"057680","00372688","티사이언티픽","58222"
"057880","00410739","푸른소나무","872"
"058110","00270113","멕아이씨에스","271"
"058220","00441128","아리온테크놀로지","264"
"058370","00372989","비엔씨컴퍼니","46721"
"058400","00208134","KNN","60210"
"058420","00359474","제이웨이","59130"
"058430","00155258","포스코스틸리온","2419"
"058450","00146427","한주에이알티","591"
"058470","00369657","리노공업","2629"
"058480","00252001","해원에스티","24121"
"058530","00353018","헬스커넥트","63"
"058550","00370547","네오리소스","2642"
"058610","00220686","에스피지","28111"
"058630","00397058","엠게임","5821"
"058650","00377610","세아홀딩스","241"
"058680","00246657","오브제","14112"
"058690","00225210","퓨쳐인포넷","58221"
"058730","00353878","다스코","25112"
"058820","00380429","CMG제약","212"
"058850","00372882","KTcs","63991"
"058860","00372873","KTis","63991"
"058900","00392600","투미비티","58221"
"058970","00396925","엠로","582"
"059090","00366942","미코","261"
"059100","00407285","아이컴포넌트","26211"
"059120","00404288","아진엑스텍","2611"
"059180","00341314","엔더블유시","264"
"059210","00317681","메타바이오메드","213"
"059270","00453442","해성에어로보틱스","259"
"059720","00348007","야호커뮤니케이션","63991"
"060000","00386937","국민은행","64121"
"060150","00375931","인선이엔티","38230"
"060230","00363510","제이케이시냅스","204"
"060240","00373571","스타코링크","311"
"060250","00357740","NHN KCP","661"
"060260","00351375","뉴보텍","22211"
"060280","00356802","큐렉소","47812"
"060300","00364795","레드로버","59112"
"060310","00378363","3S","272"
"060370","00225742","LS마린솔루션","423"
"060380","00178851","동양에스텍","241"
"060410","00377814","베스트플로우","73901"
"060480","00203847","국일신동","24221"
"060540","00379229","에스에이티","27215"
"060550","00360540","우수씨엔에스","14120"
"060560","00288495","HC홈센타","467"
"060570","00364467","드림어스컴퍼니","603"
"060590","00362292","씨티씨바이오","212"
"060660","00363033","한도하이테크","62021"
"060670","00299686","유퍼트","2811"
"060720","00378628","KH바텍","2629"
"060750","00316488","제이콤","2642"
"060850","00532129","영림원소프트랩","58221"
"060900","00367695","에이전트AI","351"
"060910","00353230","프리젠","01299"
"060980","00299002","HL홀딩스","64992"
"061040","00309831","알에프텍","2642"
"061050","00335924","지앤디윈텍","2642"
"061090","01010615","세나테크놀로지","26429"
"061140","00298252","엘앤피아너스","26"
"061250","00188973","화일약품","212"
"061460","00163619","한진피앤씨","2221"
"061970","00412348","LB세미콘","2612"
"062040","00366438","산일전기","28112"
"062580","00408336","인산가","108"
"062730","00372013","케너텍","291"
"062860","00261887","티엘아이","2611"
"062970","00403766","한국첨단소재","26410"
"063080","00535746","컴투스홀딩스","582"
"063160","00390055","종근당바이오","212"
"063170","00410915","서울옥션","461"
"063280","00336570","사이버패스","58221"
"063350","00375579","팬택앤큐리텔","2642"
"063440","00367604","SM Life Design","182"
"063510","00390028","코오롱인터내셔널","46800"
"063570","00363769","NICE인프라","759"
"063760","00374020","이엘피","27212"
"063840","00359030","닉스테크","58221"
"064060","00367376","사이노젠","29175"
"064090","00390408","인크레더블버즈","468"
"064240","00385336","홈캐스트","467"
"064260","00389970","다날","582"
"064290","00479787","인텍플러스","292"
"064350","00302926","현대로템","31910"
"064400","00139834","LG씨엔에스","62021"
"064420","00399773","케이피케미칼","20111"
"064480","00359076","브리지텍","58221"
"064510","00127699","유네코","292"
"064520","00370255","테크엘","2612"
"064550","00326731","바이오니아","213"
"064720","00368791","모델라인","2642"
"064760","00245472","티씨케이","23999"
"064800","00392691","포니링크","474"
"064820","00152437","케이프","31114"
"064850","00331016","에프앤가이드","639"
"064900","00386876","교보메리츠퍼스트기업구조조정부동산투자회사","68119"
"064960","00398792","SNT모티브","303"
"065060","00258102","지엔코","141"
"065130","00366845","탑엔지니어링","29272"
"065150","00390860","대산F&B","463"
"065160","00389387","라임","20501"
"065170","00384717","비엘팜텍","463"
"065180","00389679","해피드림","49301"
"065270","00364926","플렉스컴","262"
"065310","00307037","더스텔라","15129"
"065340","00388272","쓰리디월드","26"
"065350","00136226","신성델타테크","28519"
"065370","00374738","위세아이텍","58221"
"065410","00210537","지엔텍홀딩스","74100"
"065420","00120906","에스아이리소스","204"
"065440","00390514","이루온","58221"
"065450","00385363","빅텍","27211"
"065500","00300405","오리엔트정공","303"
"065510","00398668","휴비츠","27199"
"065530","00250137","와이어블","61299"
"065560","00393469","녹원씨엔아이","181"
"065570","00288343","삼영이엔씨","26429"
"065610","00245296","폴리플러스","20202"
"065620","00201788","제낙스","24123"
"065650","00391197","하이퍼코퍼레이션","465"
"065660","00631837","안트로젠","467"
"065680","00390903","우주일렉트로","2629"
"065690","00384762","파커스","221"
"065710","00220622","서호전기","28123"
"065770","00303703","CS","2642"
"065810","00257051","유씨아이콜스","58221"
"065910","00306986","피더블유제네틱스","62021"
"065940","00155382","바이오빌","20132"
"065950","00362159","웰크론","13219"
"066060","00371519","휴먼텍코리아","72129"
"066110","00226228","한프","26329"
"066130","00221728","하츠","28519"
"066200","00361202","이노블루","46521"
"066270","00361725","네이트커뮤니케이션즈","631"
"066300","00224567","샤인시스템","22211"
"066310","00411446","큐에스아이","2612"
"066330","00405074","세이프아시아","75310"
"066340","00385451","케이에스리소스","2642"
"066350","00397243","티엔아이","292"
"066360","00216434","체리부로","10121"
"066410","00378220","버킷스튜디오","612"
"066430","00370200","아이로보틱스","467"
"066480","00371139","휘튼","85701"
"066570","00401731","LG전자","264"
"066590","00301422","스모트로닉","303"
"066620","00253985","국보디자인","424"
"066670","00371740","디티씨","681"
"066690","00251385","보광티에스","2592"
"066700","00249894","테라젠이텍스","212"
"066790","00249441","씨씨에스","60222"
"066830","00393618","제노텍","204"
"066850","00397766","아이드림","27"
"066900","00303192","디에이피","2622"
"066910","00306870","손오공","467"
"066930","00317089","한국애보트진단","21309"
"066970","00398701","엘앤에프","28202"
"066980","00389998","한성크린텍","721"
"067000","00397252","조이시티","5821"
"067010","00400060","이씨에스","620"
"067080","00210740","대화제약","212"
"067130","00419989","클루넷","62090"
"067160","00399694","SOOP","582"
"067170","00397289","오텍","304"
"067250","00109453","케이조선","3111"
"067280","00425351","멀티캠퍼스","85650"
"067290","00110431","JW신약","212"
"067310","00445054","하나마이크론","2611"
"067370","00407036","선바이오","212"
"067390","00409681","아스트","31322"
"067570","00146436","엔브이에이치코리아","30320"
"067630","00365590","HLB생명과학","213"
"067730","00238199","로지시스","62090"
