batch_id,corp_code,stock_code,corp_name,stock_name,corp_cls,market,induty_code,acc_mt,collected_at
kosdaq_002,00396925,058970,(주)엠로,엠로,K,KOSDAQ,582,12,2026-05-08T10:36:53
kosdaq_002,00366942,059090,(주)미코,미코,K,KOSDAQ,261,12,2026-05-08T10:36:55
kosdaq_002,00407285,059100,(주)아이컴포넌트,아이컴포넌트,K,KOSDAQ,26211,12,2026-05-08T10:36:57
kosdaq_002,00404288,059120,(주)아진엑스텍,아진엑스텍,K,KOSDAQ,2611,12,2026-05-08T10:36:58
kosdaq_002,00317681,059210,(주)메타바이오메드,메타바이오메드,K,KOSDAQ,213,12,2026-05-08T10:37:00
kosdaq_002,00453442,059270,해성에어로보틱스(주),해성에어로보틱스,K,KOSDAQ,259,12,2026-05-08T10:37:01
kosdaq_002,00375931,060150,인선이엔티(주),인선이엔티,K,KOSDAQ,38230,12,2026-05-08T10:37:05
kosdaq_002,00363510,060230,제이케이시냅스(주),제이케이시냅스,K,KOSDAQ,204,12,2026-05-08T10:37:06
kosdaq_002,00373571,060240,(주)스타코링크,스타코링크,K,KOSDAQ,311,12,2026-05-08T10:37:07
kosdaq_002,00357740,060250,엔에이치엔케이씨피 주식회사,NHN KCP,K,KOSDAQ,661,12,2026-05-08T10:37:08
kosdaq_002,00351375,060260,(주)뉴보텍,뉴보텍,K,KOSDAQ,22211,12,2026-05-08T10:37:09
kosdaq_002,00356802,060280,큐렉소(주),큐렉소,K,KOSDAQ,47812,12,2026-05-08T10:37:10
kosdaq_002,00378363,060310,(주)삼에스코리아,3S,K,KOSDAQ,272,03,2026-05-08T10:37:13
kosdaq_002,00225742,060370,엘에스마린솔루션 주식회사,LS마린솔루션,K,KOSDAQ,423,12,2026-05-08T10:37:14
kosdaq_002,00178851,060380,(주)동양에스텍,동양에스텍,K,KOSDAQ,241,12,2026-05-08T10:37:15
kosdaq_002,00203847,060480,국일신동(주),국일신동,K,KOSDAQ,24221,12,2026-05-08T10:37:17
kosdaq_002,00379229,060540,(주)에스에이티,에스에이티,K,KOSDAQ,27215,12,2026-05-08T10:37:18
kosdaq_002,00288495,060560,주식회사 에이치씨홈센타,HC홈센타,K,KOSDAQ,467,12,2026-05-08T10:37:21
kosdaq_002,00364467,060570,(주)드림어스컴퍼니,드림어스컴퍼니,K,KOSDAQ,603,12,2026-05-08T10:37:22
kosdaq_002,00362292,060590,(주)씨티씨바이오,씨티씨바이오,K,KOSDAQ,212,12,2026-05-08T10:37:23
kosdaq_002,00378628,060720,(주)케이에이치바텍,KH바텍,K,KOSDAQ,2629,12,2026-05-08T10:37:27
kosdaq_002,00532129,060850,(주)영림원소프트랩,영림원소프트랩,K,KOSDAQ,58221,12,2026-05-08T10:37:29
kosdaq_002,00367695,060900,(주)에이전트에이아이,에이전트AI,K,KOSDAQ,351,12,2026-05-08T10:37:30
kosdaq_002,00309831,061040,(주)알에프텍,알에프텍,K,KOSDAQ,2642,12,2026-05-08T10:37:34
kosdaq_002,01010615,061090,(주)세나테크놀로지,세나테크놀로지,K,KOSDAQ,26429,12,2026-05-08T10:37:36
kosdaq_002,00188973,061250,화일약품(주),화일약품,K,KOSDAQ,212,12,2026-05-08T10:37:38
kosdaq_002,00412348,061970,엘비세미콘(주),LB세미콘,K,KOSDAQ,2612,12,2026-05-08T10:37:41
kosdaq_002,00403766,062970,(주)한국첨단소재,한국첨단소재,K,KOSDAQ,26410,12,2026-05-08T10:37:46
kosdaq_002,00535746,063080,(주)컴투스홀딩스,컴투스홀딩스,K,KOSDAQ,582,12,2026-05-08T10:37:47
kosdaq_002,00410915,063170,(주)서울옥션,서울옥션,K,KOSDAQ,461,12,2026-05-08T10:37:50
kosdaq_002,00367604,063440,(주)에스엠라이프디자인그룹,SM Life Design,K,KOSDAQ,182,12,2026-05-08T10:37:53
kosdaq_002,00363769,063570,NICE인프라(주),NICE인프라,K,KOSDAQ,759,12,2026-05-08T10:37:55
kosdaq_002,00374020,063760,(주)이엘피,이엘피,K,KOSDAQ,27212,12,2026-05-08T10:37:56
kosdaq_002,00390408,064090,(주)인크레더블버즈,인크레더블버즈,K,KOSDAQ,468,12,2026-05-08T10:38:00
kosdaq_002,00385336,064240,(주)홈캐스트,홈캐스트,K,KOSDAQ,467,12,2026-05-08T10:38:02
kosdaq_002,00389970,064260,(주)다날,다날,K,KOSDAQ,582,12,2026-05-08T10:38:03
kosdaq_002,00479787,064290,(주)인텍플러스,인텍플러스,K,KOSDAQ,292,12,2026-05-08T10:38:04
kosdaq_002,00359076,064480,(주)브리지텍,브리지텍,K,KOSDAQ,58221,12,2026-05-08T10:38:09
kosdaq_002,00370255,064520,(주)테크엘,테크엘,K,KOSDAQ,2612,12,2026-05-08T10:38:11
kosdaq_002,00326731,064550,(주)바이오니아,바이오니아,K,KOSDAQ,213,12,2026-05-08T10:38:13
kosdaq_002,00245472,064760,(주)티씨케이,티씨케이,K,KOSDAQ,23999,12,2026-05-08T10:38:15
kosdaq_002,00392691,064800,(주)포니링크,포니링크,K,KOSDAQ,474,12,2026-05-08T10:38:16
kosdaq_002,00152437,064820,(주)케이프,케이프,K,KOSDAQ,31114,12,2026-05-08T10:38:17
kosdaq_002,00331016,064850,(주)에프앤가이드,에프앤가이드,K,KOSDAQ,639,12,2026-05-08T10:38:18
kosdaq_002,00258102,065060,(주)지엔코,지엔코,K,KOSDAQ,141,12,2026-05-08T10:38:22
kosdaq_002,00366845,065130,(주)탑엔지니어링,탑엔지니어링,K,KOSDAQ,29272,12,2026-05-08T10:38:23
kosdaq_002,00390860,065150,(주)대산에프앤비,대산F&B,K,KOSDAQ,463,12,2026-05-08T10:38:24
kosdaq_002,00384717,065170,(주)비엘팜텍,비엘팜텍,K,KOSDAQ,463,12,2026-05-08T10:38:27
kosdaq_002,00136226,065350,신성델타테크(주),신성델타테크,K,KOSDAQ,28519,12,2026-05-08T10:38:33
kosdaq_002,00374738,065370,(주)위세아이텍,위세아이텍,K,KOSDAQ,58221,12,2026-05-08T10:38:34
kosdaq_002,00120906,065420,(주)에스아이리소스,에스아이리소스,K,KOSDAQ,204,12,2026-05-08T10:38:36
kosdaq_002,00390514,065440,(주)이루온,이루온,K,KOSDAQ,58221,12,2026-05-08T10:38:38
kosdaq_002,00385363,065450,(주)빅텍,빅텍,K,KOSDAQ,27211,12,2026-05-08T10:38:39
kosdaq_002,00300405,065500,(주)오리엔트정공,오리엔트정공,K,KOSDAQ,303,12,2026-05-08T10:38:40
kosdaq_002,00398668,065510,(주)휴비츠,휴비츠,K,KOSDAQ,27199,12,2026-05-08T10:38:41
kosdaq_002,00250137,065530,(주)와이어블,와이어블,K,KOSDAQ,61299,12,2026-05-08T10:38:42
kosdaq_002,00288343,065570,삼영이엔씨(주),삼영이엔씨,K,KOSDAQ,26429,12,2026-05-08T10:38:45
