batch_id,corp_code,stock_code,corp_name,bsns_year,reprt_code,fs_div,sj_div,standard_account,account_nm,account_id,amount,currency,mapping_status,is_proxy,proxy_reason,rcept_no,collected_at
kosdaq_003,01142075,163730,㈜핑거,2020,11011,CFS,BS,현금및현금성자산,현금및현금성자산,ifrs-full_CashAndCashEquivalents,13028076594,KRW,exact,false,,20210319001099,2026-05-08T15:13:39
kosdaq_003,01142075,163730,㈜핑거,2020,11011,CFS,BS,매출채권,매출채권,dart_ShortTermTradeReceivable,8994901094,KRW,exact,false,,20210319001099,2026-05-08T15:13:39
kosdaq_003,01142075,163730,㈜핑거,2020,11011,CFS,BS,유형자산,유형자산,ifrs-full_PropertyPlantAndEquipment,1102508181,KRW,exact,false,,20210319001099,2026-05-08T15:13:39
kosdaq_003,01142075,163730,㈜핑거,2020,11011,CFS,BS,자산총계,자산총계,ifrs-full_Assets,37507560892,KRW,exact,false,,20210319001099,2026-05-08T15:13:39
kosdaq_003,01142075,163730,㈜핑거,2020,11011,CFS,BS,유동부채,유동부채,ifrs-full_CurrentLiabilities,12825874460,KRW,exact,false,,20210319001099,2026-05-08T15:13:39
kosdaq_003,01142075,163730,㈜핑거,2020,11011,CFS,BS,장기차입금,장기차입금,dart_LongTermBorrowingsGross,5919801053,KRW,exact,false,,20210319001099,2026-05-08T15:13:39
kosdaq_003,01142075,163730,㈜핑거,2020,11011,CFS,BS,부채총계,부채총계,ifrs-full_Liabilities,19953520652,KRW,exact,false,,20210319001099,2026-05-08T15:13:39
kosdaq_003,01142075,163730,㈜핑거,2020,11011,CFS,BS,자본총계,자본총계,ifrs-full_Equity,17554040240,KRW,exact,false,,20210319001099,2026-05-08T15:13:39
kosdaq_003,01142075,163730,㈜핑거,2020,11011,CFS,CIS,매출액,매출액,ifrs-full_Revenue,59751677123,KRW,exact,false,,20210319001099,2026-05-08T15:13:39
kosdaq_003,01142075,163730,㈜핑거,2020,11011,CFS,CIS,영업이익,영업이익,dart_OperatingIncomeLoss,3294975153,KRW,exact,false,,20210319001099,2026-05-08T15:13:39
kosdaq_003,01142075,163730,㈜핑거,2020,11011,CFS,CIS,금융비용,금융비용,ifrs-full_FinanceCosts,1756245074,KRW,exact,false,,20210319001099,2026-05-08T15:13:39
kosdaq_003,01142075,163730,㈜핑거,2020,11011,CFS,CIS,당기순이익,당기순이익,ifrs-full_ProfitLoss,3480793549,KRW,exact,false,,20210319001099,2026-05-08T15:13:39
kosdaq_003,01142075,163730,㈜핑거,2020,11011,CFS,CF,영업활동현금흐름,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,7938154722,KRW,exact,false,,20210319001099,2026-05-08T15:13:39
kosdaq_003,01142075,163730,㈜핑거,2020,11011,CFS,CF,영업활동현금흐름,영업에서 창출된 현금흐름,-표준계정코드 미사용-,8184855315,KRW,exact,false,,20210319001099,2026-05-08T15:13:39
kosdaq_003,01142075,163730,㈜핑거,2020,11011,CFS,SCE,당기순이익,당기순이익,ifrs-full_ProfitLoss,0,KRW,exact,false,,20210319001099,2026-05-08T15:13:39
kosdaq_003,01142075,163730,㈜핑거,2021,11011,CFS,BS,현금및현금성자산,현금및현금성자산,ifrs-full_CashAndCashEquivalents,26651527983,KRW,exact,false,,20220321001033,2026-05-08T15:13:39
kosdaq_003,01142075,163730,㈜핑거,2021,11011,CFS,BS,매출채권,매출채권,dart_ShortTermTradeReceivable,5640345475,KRW,exact,false,,20220321001033,2026-05-08T15:13:39
kosdaq_003,01142075,163730,㈜핑거,2021,11011,CFS,BS,유형자산,유형자산,ifrs-full_PropertyPlantAndEquipment,1019574399,KRW,exact,false,,20220321001033,2026-05-08T15:13:39
kosdaq_003,01142075,163730,㈜핑거,2021,11011,CFS,BS,자산총계,자산총계,ifrs-full_Assets,71483479353,KRW,exact,false,,20220321001033,2026-05-08T15:13:39
kosdaq_003,01142075,163730,㈜핑거,2021,11011,CFS,BS,유동부채,유동부채,ifrs-full_CurrentLiabilities,20740386077,KRW,exact,false,,20220321001033,2026-05-08T15:13:39
kosdaq_003,01142075,163730,㈜핑거,2021,11011,CFS,BS,장기차입금,장기차입금,dart_LongTermBorrowingsGross,3145773881,KRW,exact,false,,20220321001033,2026-05-08T15:13:39
kosdaq_003,01142075,163730,㈜핑거,2021,11011,CFS,BS,부채총계,부채총계,ifrs-full_Liabilities,25403887882,KRW,exact,false,,20220321001033,2026-05-08T15:13:39
kosdaq_003,01142075,163730,㈜핑거,2021,11011,CFS,BS,자본총계,자본총계,ifrs-full_Equity,46079591471,KRW,exact,false,,20220321001033,2026-05-08T15:13:39
kosdaq_003,01142075,163730,㈜핑거,2021,11011,CFS,CIS,매출액,매출액,ifrs-full_Revenue,94787590937,KRW,exact,false,,20220321001033,2026-05-08T15:13:39
kosdaq_003,01142075,163730,㈜핑거,2021,11011,CFS,CIS,영업이익,영업이익,dart_OperatingIncomeLoss,7425039236,KRW,exact,false,,20220321001033,2026-05-08T15:13:39
kosdaq_003,01142075,163730,㈜핑거,2021,11011,CFS,CIS,금융비용,금융비용,ifrs-full_FinanceCosts,5829263636,KRW,exact,false,,20220321001033,2026-05-08T15:13:39
kosdaq_003,01142075,163730,㈜핑거,2021,11011,CFS,CIS,당기순이익,당기순이익,ifrs-full_ProfitLoss,872654313,KRW,exact,false,,20220321001033,2026-05-08T15:13:39
kosdaq_003,01142075,163730,㈜핑거,2021,11011,CFS,CF,영업활동현금흐름,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,12191207040,KRW,exact,false,,20220321001033,2026-05-08T15:13:39
kosdaq_003,01142075,163730,㈜핑거,2021,11011,CFS,CF,영업활동현금흐름,영업에서 창출된 현금흐름,-표준계정코드 미사용-,12174840501,KRW,exact,false,,20220321001033,2026-05-08T15:13:39
kosdaq_003,01142075,163730,㈜핑거,2021,11011,CFS,SCE,당기순이익,당기순이익,ifrs-full_ProfitLoss,0,KRW,exact,false,,20220321001033,2026-05-08T15:13:39
kosdaq_003,01142075,163730,㈜핑거,2022,11011,CFS,BS,현금및현금성자산,현금및현금성자산,ifrs-full_CashAndCashEquivalents,22020009325,KRW,exact,false,,20230320000812,2026-05-08T15:13:39
kosdaq_003,01142075,163730,㈜핑거,2022,11011,CFS,BS,매출채권,매출채권,dart_ShortTermTradeReceivable,1117249940,KRW,exact,false,,20230320000812,2026-05-08T15:13:39
kosdaq_003,01142075,163730,㈜핑거,2022,11011,CFS,BS,유형자산,유형자산,ifrs-full_PropertyPlantAndEquipment,847522668,KRW,exact,false,,20230320000812,2026-05-08T15:13:39
kosdaq_003,01142075,163730,㈜핑거,2022,11011,CFS,BS,자산총계,자산총계,ifrs-full_Assets,61344255383,KRW,exact,false,,20230320000812,2026-05-08T15:13:39
kosdaq_003,01142075,163730,㈜핑거,2022,11011,CFS,BS,유동부채,유동부채,ifrs-full_CurrentLiabilities,11504954301,KRW,exact,false,,20230320000812,2026-05-08T15:13:39
