batch_id,stock_code,corp_code,company_name,event_category,event_code,event_name,has_event,rcept_no,rcept_date,source_bgn_de,source_end_de,report_url,source_api,summary,details_json,collected_at
kospi_002,033780,00244455,케이티앤지,warning_signal,business_suspension,영업정지,true,20211214000395,2021-12-14,20190101,20260512,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20211214000395,bsnSp.json,"bsnsp_rm=미국 판매용 궐련담배(잠정 중단) | bsnsp_amt=205,764,338,381 | rsl=5,301,617,653,949 | sl_vs=3.9 | ls_atn=해당","{""adt_a_atn"": ""-"", ""bddd"": ""2021년 12월 14일"", ""bsnsp_af"": ""- 단기적으로 미국 담배판매 중단으로 인한 \n  매출 감소가 예상되나, 중장기적으로 사업 \n  전략 및 구조 재편시 재무구조 개선 기대"", ""bsnsp_amt"": ""205,764,338,381"", ""bsnsp_cn"": ""- 미국 내 시판중인 KT&G 궐련담배 제조, 선적,\n  통관 및 현지 도매상에 대한 제품 판매 잠정 \n  중단"", ""bsnsp_rm"": ""미국 판매용 궐련담배(잠정 중단)"", ""bsnsp_rs"": ""- 미국의 궐련담배에 대한 규제강화, 시장 경쟁\n  심화 등에 따라 미국사업에 대한 재검토 필요 \n  발생"", ""bsnspd"": ""2021년 12월 14일"", ""corp_cls"": ""Y"", ""corp_code"": ""00244455"", ""corp_name"": ""케이티앤지"", ""ft_ctp"": ""- 당사의 미국법인인 KT&G USA는 당분간 현 \n  체제를 유지하며 잠정 중단 조치 피해 최소화 \n  및 향후 사업재개 대비 현지 인프라 점검활동 \n  등 집중 예정\n\n- 미국 내 궐련담배사업 타당성 재검토 등 전체\n  글로벌 사업전략 관점에서 미국 사업 전략 \n  재검토 예정"", ""krx_stt_atn"": ""O"", ""ls_atn"": ""해당"", ""od_a_at_b"": ""0"", ""od_a_at_t"": ""6"", ""rcept_no"": ""20211214000395"", ""rsl"": ""5,301,617,653,949"", ""sl_vs"": ""3.9""}",2026-05-12T12:46:14
kospi_002,034020,00159616,두산에너빌리티,mna,merger_decision,회사합병 결정,true,20210416000589,2021-04-16,20190101,20260512,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20210416000589,cmpMgDecsn.json,bddd=2021년 03월 19일 | od_a_at_t=4 | adt_a_atn=참석 | rs_sm_atn=예 | exevl_atn=예,"{""adt_a_atn"": ""참석"", ""aprskh_ctref"": ""본건 분할합병 당사회사의 각 주주총회에서 본건 분할합병을 승인한 이후 각 당사자의 반대주주의 주식매수청구로 인하여 (i) 두산인프라코어 주식회사가 지급하여야 하는 매수대금(본건 분할합병 관련 주요사항보고서, 증권신고서 등에 제시한 자본시장과 금융투자업에 관한 법률에 따라 산정한 매수예정가격을 기준으로 산정. 이하 같음)이 금 삼천억(\\300,000,000,000)원을 초과하는 경우, (ii) 두산중공업 주식회사가 지급하여야 하는 매수대금이 금 이천억(\\200,000,000,000)원을 초과하는 경우에는, 각 당사자는 본건 분할합병의 진행 여부를 결정하고, 분할합병계약의 전부를 해제할 수 있습니다."", ""aprskh_plnprc"": ""11,447"", ""aprskh_pym_plpd_mth"": ""'17. 기타 투자판단에 참고할 사항' 참고하시기 바랍니다."", ""bddd"": ""2021년 03월 19일"", ""bdlst_atn"": ""해당사항없음"", ""corp_cls"": ""Y"", ""corp_code"": ""00159616"", ""corp_name"": ""두산에너빌리티"", ""eadtat_intn"": ""삼일회계법인"", ""eadtat_op"": ""적정"", ""ex_sm_r"": ""-"", ""exevl_atn"": ""예"", ""exevl_bs_rs"": ""분할합병과 관련하여 분할합병상대법인이 자본시장과 금융투자업에 관한 법률의 규정에 따라 관련 신고서를 제출할 때 첨부서류로 이용하기 위함입니다."", ""exevl_intn"": ""안진회계법인"", ""exevl_op"": ""분할합병 당사회사 간 분할합병비율은 두산인프라코어 분할신설부문의 두산인프라코어로부터의 분할비율과 두산중공업과 두산인프라코어 분할신설부문 간 합병비율의 곱으로 산정하였습니다. 두산인프라코어 분할신설부문의 분할비율은 두산인프라코어가 제시한 인적분할비율 1 : 0.6895026(2020년 12월말 현재 순자산 장부가액에 기초하여 2020년 12월말 이후 분할합병이사회일까지 발생한 차입거래 등 이익잉여금의 증감을 수반하지 않고 자본총계를 변동시킨 거래로 인한 중요한 순자산 증감액을 반영하여 산정)을 인용하였습니다.\n   \n두산중공업과 두산인프라코어 분할신설부문 간 합병비율은 1 : 0.6845412으로 산정되었으며, 합병비율의 기준이 되는 주당 평가액은 각각 11,400원(주당 액면가액 5,000원)과 7,803원(주당 액면가액 5,000원)으로 산정되었습니다. 합병가액에 따른 분할합병비율 1:0.4719929[0.6895026(분할비율)×0.6845412(합병비율)]은 자본시장과 금융투자업에 관한 법률 시행령 제176조의5에 따라 적정하게 산정된 것으로 판단됩니다.\n   \n본 평가인의 검토 결과 이러한 분할합병비율은 중요성의 관점에서 자본시장과 금융투자업에 관한 법률 시행령 제176조의5, 증권의 발행 및 공시 등에 관한 규정 제5-13조 및 동규정 시행세칙 제4조 내지 제8조에서 규정하고 있는 합병가액 산정방법에 위배되어 산정되었다는 점이 발견되지 아니하였습니다."", ""exevl_pd"": ""2021년 01월 04일 ~ 2021년 03월 18일"", ""ffdtl_cpt"": ""-"", ""ffdtl_std"": ""-"", ""ffdtl_tast"": ""-"", ""ffdtl_tdbt"": ""-"", ""ffdtl_teqt"": ""-"", ""mg_mth"": ""본건 분할합병은 상법 제530조의2 내지 제530조의11의 규정이 정하는 바에 따라 두산인프라코어 주식회사(분할회사)가 영위하는 사업 중 투자사업부문(분할합병대상부문)을 분할하여 두산중공업 주식회사(분할승계회사)에 흡수합병하는 방식의 분할합병으로, 두산인프라코어 주식회사의 주주가 분할합병신주 배정기준일 현재의 지분에 비례하여 분할합병비율에 따라 두산중공업 주식회사의 주식을 배정(단, 두산중공업 주식회사가 보유하고 있는 두산인프라코어 주식회사 발행주식에 대해서는 분할합병신주를 배정하지 아\n니함)받는 흡수인적분할합병방식으로 합니다."", ""mg_pp"": ""본건 분할합병은 두산인프라코어 주식회사의 투자사업부문을 분할하여 두산중공업 주식회사에 흡수합병하고 이에 따라 두산중공업 주식회사는 존속하며, 금번 분할합병 이후 두산중공업 주식회사가 보유하고 있는 두산인프라코어 주식회사 지분 등을 제3자에게 매각하여 각 사업의 전문성 제고, 재무구조 개선 및 신용위험 감소, 신규 대주주 확보 등을 통한 경쟁력 강화, 경영의 효율성 및 시너지 강화 등을 도모하며, 궁극적으로 당사자들의 기업가치 및 주주가치 제고를 목적으로 합니다."", ""mg_rt"": ""두산중공업(주) : 두산인프라코어(주) = 1 :0.4719929\n\n* 0.6895026(분할비율)×0.6845412(합병비율)"", ""mg_rt_bs"": ""(1) 두산중공업 주식회사(분할합병 상대회사)의 합병가액 산정\n\n주권상장법인의 합병가액은 자본시장과금융투자업에관한법률시행령 176조의5 제1항 제2호 가목에 따라, 원칙적으로 기준시가를 적용하되 기준시가가 자산가치보다 낮은 경우에는 자산가치로 할 수 있도록 되어 있습니다.본 건 합병법인의 합병가액은 자산가치보다 기준시가가 높기에 본 평가에서는 기준시가를 합병가액으로 산정하였습니다.\n\n가. 기준시가: 11,400원\n나. 자산가치: 8,567원\n다. 합병가액: 11,400원\n\n(2) 두산인프라코어 주식회사(분할되는 회사) 신설부문의 합병가액 산정\n\n자본시장과 금융투자업에 관한 법률 시행령 제176조의5에 의하여 피합병법인의 합병가액은 자산가치와 수익가치를 각각 1과 1.5의 비율로 가중산술평균한 가액(이하 \""본질가치\"")으로 산정하였으며, 상대가치는 비교목적으로 분석하였으나 3개 이상의 유사회사가 존재하지 아니하여 가치를 산정하지 아니하였습니다.\n   \n분할합병부문인 두산인프라코어 분할신설부문의 주권은 재상장되지 않으며, 분할합병부문은 비상장형태이므로 기준시가를 산정할 수 없기 때문에 자본시장과 금융투자업에 관한 법률 시행령 제176조의5 제1항 규정 및 유사 분할합병 사례를 참고하여 기준시가가 아닌 본질가치 평가방식을 적용하여 평가하였습니다.\n\n가. 본질가치: 7,803원\n    A. 수익가치: 8,466원\n    B. 자산가치: 6,810원\n나. 상대가치: 해당사항 없음\n다. 합병가액: 7,803원\n\n(3) 산출결과\n분할합병 당사회사 간 분할합병비율은 두산인프라코어와 두산인프라코어로부터 분할되는 두산인프라코어 분할신설부문의 분할비율과 두산중공업과 두산인프라코어 분할신설부문 간 합병비율의 곱으로 산정하였습니다. 두산인프라코어 분할신설부문의 분할비율은 두산인프라코어가 제시한 인적분할비율 1 : 0.6895026(2020년 12월말 현재 순자산 장부가액에 기초하여 2020년 12월말 이후 분할합병이사회일까지 발생한 차입거래 등 이익잉여금의 증감을 수반하지 않고 자본총계를 변동시킨 거래로 인한 중요한 순자산 증감액을 반영하여 산정. (1) 2020년12월말 이후 실행된 분할회사의 차입금165억원, (2) 자회사D20 Capital, LLC가 보유하던Clue Insight Inc.의 지분을 분할회사가 취득함에 따른 조정, (3) 분할회사의 투자주식 중Doosan Infracore North America, LLC(“DINA”) 투자지분과 관련하여DINA 자산 중 분할회사의 분할합병대상부문과 관련된 자산만을 분리하여 이전하기 위한DINA 투자지분에 대한 회계 조정을 반영함)을 인용하였습니다.\n \n두산중공업과 두산인프라코어 분할신설부문 간 보통주 합병비율은0.6845412으로 산정되었으며, 합병비율의 기준이 되는 보통주의 주당 평가액은 각각 11,400원(주당 액면가액 5,000원)과 7,803원(주당 액면가액 5,000원)으로 산정되었습니다.\n \n따라서 분할합병 당사회사가 합의한 두산중공업 보통주와 두산인프라코어 보통주간 분할합병비율 1:0.4719929[0.6895026(분할비율)×0.6845412(합병비율)]은 자본시장과 금융투자업에 관한 법률 시행령 제176조의5에 따라 적정하게 산정된 것으로 판단됩니다."", ""mg_stn"": ""해당사항없음"", ""mgnstk_cstk_cnt"": ""-"", ""mgnstk_ostk_cnt"": ""66,812,452"", ""mgptncmp_cmpnm"": ""두산인프라코어 주식회사(Doosan Infracore Co., Ltd.)"", ""mgptncmp_mbsn"": ""건설기계, 엔진 사업"", ""mgptncmp_rl_cmpn"": ""계열회사"", ""mgsc_aprskh_expd_bgd"": ""2021년 05월 13일"", ""mgsc_aprskh_expd_edd"": ""2021년 06월 02일"", ""mgsc_cdobprpd_bgd"": ""2021년 05월 13일"", ""mgsc_cdobprpd_edd"": ""2021년 06월 14일"", ""mgsc_ergmd"": ""2021년 07월 01일"", ""mgsc_gmtsck_prd"": ""2021년 05월 13일"", ""mgsc_mgctrd"": ""2021년 03월 19일"", ""mgsc_mgdt"": ""2021년 07월 01일"", ""mgsc_mgop_rcpd_bgd"": ""2021년 04월 28일"", ""mgsc_mgop_rcpd_edd"": ""2021년 05월 12일"", ""mgsc_mgrgsprd"": ""2021년 07월 01일"", ""mgsc_nstkdlprd"": ""-"", ""mgsc_nstklstprd"": ""2021년 07월 21일"", ""mgsc_osprpd_bgd"": ""-"", ""mgsc_osprpd_edd"": ""-"", ""mgsc_shclspd_bgd"": ""2021년 04월 06일"", ""mgsc_shclspd_edd"": ""2021년 04월 12일"", ""mgsc_shddstd"": ""2021년 04월 05일"", ""mgsc_trspprpd_bgd"": ""-"", ""mgsc_trspprpd_edd"": ""-"", ""nmgcmp_cmpnm"": ""-"", ""nmgcmp_mbsn"": ""-"", ""nmgcmp_nbsn_rsl"": ""-"", ""nmgcmp_rlst_atn"": ""해당사항없음"", ""od_a_at_b"": ""-"", ""od_a_at_t"": ""4"", ""otcpr_bdlst_sf_atn"": ""해당사항없음"", ""popt_ctr_atn"": ""아니오"", ""popt_ctr_cn"": ""-"", ""rbsnfdtl_cpt"": ""1,079,658,125,000"", ""rbsnfdtl_nic"": ""-37,858,070,037"", ""rbsnfdtl_sl"": ""2,712,338,251,075"", ""rbsnfdtl_tast"": ""5,180,809,558,545"", ""rbsnfdtl_tdbt"": ""3,679,160,948,931"", ""rbsnfdtl_teqt"": ""1,501,648,609,614"", ""rcept_no"": ""20210416000589"", ""rs_sm_atn"": ""예""}",2026-05-12T12:46:14
